type,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,x_68,x_69,x_70,x_71,x_72,x_73,x_74,x_75,x_76,x_77,x_78,x_79,x_80,x_81,x_82,x_83,x_84,x_85,x_86,x_87,x_88,x_89,x_90,x_91,x_92,x_93,x_94,x_95,x_96,x_97,x_98,x_99,x_100,x_101,x_102,x_103,x_104,x_105,x_106,x_107,x_108,x_109,x_110,x_111,x_112,x_113,x_114,x_115,x_116,x_117,x_118,x_119,x_120,x_121,x_122,x_123,x_124,x_125,x_126,x_127
0,0.0028050020337104797,-0.0018831767374649644,0.00207711779512465,-0.0013335662661120296,0.003415635321289301,-0.0018832969944924116,-0.004261943977326155,-0.0031034837011247873,0.002417607931420207,-0.0040875645354390144,-0.0023992289789021015,0.0031138826161623,-0.003634725697338581,0.0013597375946119428,0.0006764990976080298,0.002018735045567155,0.0020072937477380037,-0.005110504105687141,-0.0024045296013355255,-5.0553739129099995e-05,0.0022071211133152246,0.0032220936845988035,0.0018651620484888554,-0.003495891811326146,0.0004304170433897525,0.0033029098995029926,0.001940691377967596,-0.0010969728464260697,0.002787141827866435,-8.908964809961617e-05,0.000613145821262151,-0.004110916052013636,-0.0014466345310211182,-0.004204930271953344,-0.0005885538994334638,0.0041074324399232864,0.0012861416907981038,-0.0019006149377673864,0.00018664186063688248,0.002631128765642643,-0.0027951712254434824,-0.002807538490742445,-0.002693905495107174,0.0008207863429561257,-0.0046739536337554455,0.0017646235646679997,0.0011209378717467189,-0.0017241784371435642,0.0003288925508968532,-0.00037744632572866976,0.0005788568523712456,-0.003345065051689744,0.001208959030918777,0.0037733374629169703,0.0032558245584368706,-0.003189902054145932,-0.002762089017778635,0.0005529812187887728,0.0032584345899522305,0.00012715878256130964,0.0005211112438701093,-0.004909144248813391,-0.0013689945917576551,0.00013367432984523475,-0.0009597118478268385,7.182827175711282e-06,-0.0023879767395555973,0.004003467038273811,0.00043821678264066577,0.0004822073387913406,-0.0010393542470410466,-0.002734113484621048,-0.004075476434081793,0.0010908597614616156,0.0022890132386237383,0.004362448584288359,-0.0033267755061388016,0.001775778247974813,0.004402057267725468,-0.0001254789822269231,0.0023511515464633703,-0.001041601994074881,-0.001980622997507453,-0.005137912929058075,-0.0026955706998705864,0.004101874306797981,-0.003049285616725683,-0.0008380573126487434,-0.003427706891670823,0.003590183798223734,-0.001003661542199552,0.0020079552195966244,-0.003903125412762165,-0.00015205670206341892,-0.0016350226942449808,0.0016081950161606073,-0.0024737007915973663,0.0006071646930649877,0.003166056703776121,-0.0039665587246418,-0.0026025448460131884,-0.0045925616286695,0.002367401961237192,-0.003784509375691414,0.00047090151929296553,0.0017610827926546335,-0.0003628427512012422,-0.0015168617246672511,0.0034315777011215687,0.0011156531982123852,0.0028009561356157064,0.0028100505005568266,0.003417093539610505,0.0026316088624298573,0.00037504767533391714,0.0007761093438602984,1.763688851497136e-05,0.0009316499345004559,-0.004550238139927387,-0.00242375279776752,0.0005620303563773632,-0.00497647188603878,-0.00376631086692214,0.0023504800628870726,0.004700006917119026,-0.001568034291267395,0.0004561019013635814,-0.0038752276450395584
1,0.0022515796590596437,0.0001604630524525419,0.0028247565496712923,0.001135857542976737,-0.0014956839149817824,-0.002813634928315878,0.0018222107319161296,-0.0036125921178609133,-0.000499245070386678,-0.0017439844086766243,-0.001765168970450759,-0.0011814698809757829,-0.0018705070251598954,-0.0016301677096635103,0.00380746740847826,0.0018818684620782733,-0.003640310140326619,0.0010010123951360583,-0.000141904252814129,0.0035384816583245993,-0.0016202437691390514,-0.0003422864247113466,0.002822508569806814,0.0003676702326629311,-0.002579085063189268,-0.0016093585873022676,-0.0023770558182150126,0.0016332162776961923,0.0020625258330255747,0.0021534531842917204,-0.00010041354107670486,0.00018702108354773372,0.001942286267876625,-0.0022396165877580643,0.003285561455413699,0.0003632032894529402,0.00048095983220264316,-0.0025087252724915743,-0.0018437854014337063,0.002719045616686344,-0.002293645404279232,0.0003155643353238702,0.0014938897220417857,-0.0002631510724313557,-0.0026319394819438457,0.0026594079099595547,0.0032805451191961765,-0.003251992631703615,0.0008968373876996338,-0.0022340707946568727,0.003244199091568589,-0.0038578154053539038,-0.004349635448306799,0.003316547255963087,-0.0017253928817808628,-0.0008661831961944699,0.0023529722820967436,-4.76777640869841e-05,-0.0012321432586759329,-0.00044618535321205854,-0.0005556450923904777,-0.0008732913411222398,-0.00036575974081642926,-0.0007329954532906413,0.004261536058038473,-0.0030164141207933426,0.0024578464217483997,0.0032662316225469112,-0.0012407968752086163,7.773184188408777e-05,-0.0002760884817689657,-0.0025108493864536285,-0.0009694441105239093,0.0023534386418759823,-0.0029583631549030542,0.0034738194663077593,0.0015640000347048044,0.002172126667574048,0.00011795201135100797,0.0008603954338468611,0.001251478330232203,-0.0024045126046985388,0.0008482532575726509,0.002191105391830206,0.0007122321985661983,-0.0024477774277329445,-0.001424235524609685,0.004514606669545174,-0.001860406599007547,0.0036149469669908285,0.0011746562086045742,0.001717792940326035,0.0016517898766323924,-0.002100856276229024,-0.0008889232412911952,0.0035265444312244654,-0.003461263608187437,-0.0018873675726354122,-0.000444450241047889,0.003120681270956993,0.00343769951723516,-0.0018807786982506514,0.00010025701340055093,-0.0024670197162777185,0.003109221812337637,0.0035365147050470114,-0.003751208307221532,0.002875308273360133,0.002708765910938382,-0.001496314536780119,-0.0012451786315068603,-0.0023182928562164307,0.0019582752138376236,-0.0009717782377265394,-0.0033703497610986233,0.0009360217372886837,-0.0013414639979600906,-0.000856564030982554,-0.0004977899370715022,-0.0013061906211078167,0.0026294130366295576,-0.0011676817666739225,0.002796807559207082,0.0037158397026360035,-0.002313466975465417,-0.002433309331536293,0.0010449910769239068,-0.0015959007432684302
2,0.004119205288589001,0.0014596330001950264,0.001359016285277903,-0.0046258349902927876,-0.0016999461222440004,-0.00041233203955926,-0.0025235693901777267,0.0008896579383872449,0.0011800313368439674,0.002240966074168682,-0.0037362570874392986,0.0049695465713739395,-0.0031757180113345385,0.0020139720290899277,0.005636167712509632,0.003984082490205765,-0.0012540490133687854,-0.0038241581059992313,-0.0009094218257814646,-0.001753079006448388,-0.003761745523661375,-0.0028518764302134514,-0.004476533737033606,0.0018098297296091914,0.0030805335845798254,-0.0003704170521814376,-0.002189479535445571,0.0024046634789556265,0.0014905823627486825,0.00026560123660601676,-0.0024726304691284895,-0.001666526310145855,-0.003925195895135403,0.0008463269332423806,0.0003550301771610975,0.005499300081282854,-0.0018965123454108834,0.00046580584603361785,-0.0033695551101118326,0.0024673875886946917,-0.0021562406327575445,-0.0010805896017700434,0.0019820600282400846,-0.0022582123056054115,-0.004002054687589407,-0.0030500609427690506,0.003572737332433462,-0.000134981150040403,0.0004938905476592481,-0.0014998014084994793,0.0031252000480890274,-0.0015349896857514977,-0.002577986801043153,0.0009078285074792802,0.004112782422453165,-0.002378688659518957,0.0025730186607688665,-0.004526443779468536,0.0031649251468479633,-0.0038781820330768824,0.0036539086140692234,-0.00445000734180212,-0.0009474047110415995,-0.0029788773972541094,0.0021136717405170202,0.0006577059393748641,-0.0036930495407432318,0.0029281137976795435,-0.0012245612451806664,0.0048128701746463776,-0.0014524171128869057,0.002786824246868491,-0.004056469537317753,0.004882508888840675,0.001680500921793282,-0.00185222493018955,0.00398235023021698,-0.0012088526273146272,0.0011049214517697692,0.0007840764592401683,0.0011198549764230847,0.00019495346350595355,0.0024274138268083334,-0.0027396699879318476,0.0002732611901592463,-0.0021337519865483046,-0.004017379134893417,0.005243184510618448,0.0037893105763942003,0.0004242002032697201,0.0011893759947270155,0.0022894868161529303,0.002258532913401723,0.002671557478606701,-0.0030055546667426825,-0.0005602978053502738,-0.0029238222632557154,0.001980010885745287,-0.002861126558855176,-0.001785877626389265,-0.004017540719360113,-0.0011800030479207635,-0.0007130178855732083,-0.002869244432076812,-0.001053625252097845,-0.003910434897989035,0.0011974211083725095,-0.002267926000058651,-0.0002461221592966467,0.0013146826531738043,-0.0008792055305093527,0.00088023446733132,0.003023300552740693,0.004538334906101227,0.00048557421541772783,0.0013685867888852954,0.0013191256439313293,-0.0042011016048491,-0.005404965486377478,-0.0012638558400794864,-0.0012762888800352812,-0.003645061980932951,-0.004163017030805349,0.004118123557418585,0.005209777969866991,-0.0008311719284392893,-0.0034915017895400524,-0.005244184751063585
3,-0.0016237517120316625,0.0025161760859191418,0.003905664896592498,-0.0015867117326706648,-0.0003697458014357835,0.0036122379824519157,0.0030063616577535868,-0.0019537562038749456,0.0023434357717633247,-0.00419785687699914,-0.0003212899900972843,0.00041025274549610913,0.00033449858892709017,0.0005285393563099205,0.0003966141084674746,0.0013808624353259802,-0.0031696639489382505,-0.004418917931616306,0.0005833919276483357,0.0018823950085788965,-0.003361551323905587,-0.003458107355982065,-0.0014637255808338523,-0.003902384778484702,-0.002714223461225629,-0.001042986405082047,-0.0009555614669807255,-0.0018023920711129904,0.00284580304287374,-0.0018029850907623768,0.00033118887222371995,0.0017500600079074502,-0.0002465995494276285,0.003071534214541316,-0.001820073346607387,-0.0018228640547022223,0.001830031513236463,-0.00104140629991889,0.0028961964417248964,0.001735773403197527,0.0004197512462269515,-0.00023403781233355403,0.0015454774256795645,-0.00041473269811831415,0.003247259883210063,-0.0007334284018725157,-0.0029920784290879965,-0.0012977923033758998,-0.0007664334843866527,-0.003140717279165983,0.00037784368032589555,0.0032992223277688026,-0.002717080060392618,0.001671512727625668,0.0010744024766609073,0.0014190784422680736,-0.001385266543366015,0.002634318545460701,-0.002642884850502014,0.001161562860943377,0.002326053800061345,0.0025857777800410986,-0.0005679948953911662,-0.0023395284079015255,-0.0029623466543853283,0.0020567807368934155,-0.0025593021418899298,0.0004319938598200679,0.0015379127580672503,-0.0013919767225161195,0.0029446114785969257,0.0007189533789642155,-7.112493221939076e-06,0.002444423967972398,-0.0020651333034038544,-0.0016658046515658498,0.003772352123633027,0.00013811040844302624,0.004108349792659283,0.002615121193230152,-0.0003721819375641644,-0.00047806170186959207,-0.0036142361350357533,0.0004107838321942836,0.0019392342073842883,0.0024103273171931505,0.0025978221092373133,-0.002110385103151202,0.0034517263993620872,0.0018685710383579135,0.00039185755304060876,0.002745842095464468,-0.0028211292810738087,-0.0009697139030322433,0.0031496433075517416,0.0010078069753944874,0.000673775328323245,0.000837375526316464,0.0022854688577353954,-0.0025365613400936127,0.000978733878582716,0.0021585992071777582,0.0019762306474149227,-0.00014653899415861815,0.0009786825394257903,-0.000559851701837033,-0.0036091452930122614,0.0007635987130925059,-0.002111392794176936,0.001830690773203969,0.001674039987847209,-0.00033175881253555417,-0.002106450730934739,0.002476424677297473,-0.0038675572723150253,-0.002411151770502329,0.0012965252390131354,0.00027741480153054,-0.0005454298225231469,0.001899877330288291,0.003069142112508416,-0.004348286427557468,0.0031107100658118725,-0.001633638865314424,0.0005376477492973208,-0.004027008078992367,-0.002526109805330634,-0.00024075746478047222
4,0.0011075111106038094,0.0004800143069587648,-0.00020733525161631405,-0.0033881720155477524,-0.0032927945721894503,0.0016491509741172194,-0.00014711065159644932,0.000629262940492481,0.000889058574102819,0.0033563836477696896,-0.0023833378218114376,0.0013717471156269312,-0.0024702956434339285,0.003901877673342824,0.0001418103784089908,-0.0016336499247699976,-0.0016301519935950637,-0.002543957903981209,0.0031306929886341095,0.0030341437086462975,-0.0023135377559810877,-0.0021722004748880863,-0.001661938731558621,-0.0005811506998725235,-0.0034258838277310133,-0.0008018846274353564,0.0023180062416940928,-0.0007911259308457375,0.000291483651380986,0.0038940238300710917,-0.000684446538798511,0.0013820037711411715,0.002971653826534748,0.0026784162037074566,-0.0007341217715293169,-0.0021879433188587427,-0.002061837585642934,0.003921073861420155,0.0008642718312330544,0.003905830904841423,0.003543056081980467,-0.003769299015402794,-0.0037985548842698336,0.0021830087061971426,-0.0012727768626064062,-0.003540333127602935,0.003180756466463208,-0.0007757152197882533,0.002532512880861759,0.004076841752976179,0.003046205034479499,-0.001321642310358584,0.0003345391305629164,0.002757574198767543,0.0027731729205697775,-0.0010751256486400962,-0.0023131652269512415,-0.002398926531895995,0.003519738093018532,-0.002590914722532034,0.0034203887917101383,-0.002940457547083497,0.0012544153723865747,0.0020696537103503942,-0.002244804287329316,0.0013871329138055444,0.00013654230860993266,-0.0002578436105977744,0.002911236137151718,-0.0028458719607442617,-0.0001672324287937954,0.0038623097352683544,0.0012501815799623728,-0.002749139443039894,-0.0037092340644448996,-0.0002086078020511195,-0.0018064331961795688,0.002288779243826866,-0.0003778165264520794,-4.832786362385377e-05,0.0013973306631669402,0.0007367621292360127,0.0035857788752764463,0.0010120178340002894,0.0034437235444784164,0.00046975811710581183,0.0007632701308466494,0.0020001763477921486,0.0003336404333822429,0.002159582218155265,0.002379312878474593,-0.0009841424180194736,-0.004171826411038637,-0.0017614872194826603,0.001712891273200512,0.0022414501290768385,0.0022617285139858723,0.001587271923199296,0.0005896797520108521,-0.0005401389789767563,-0.003452352015301585,-6.806278543081135e-05,-0.0014326934469863772,-0.0014463028637692332,-0.0030248500406742096,-0.00362050486728549,-0.002466860692948103,0.0021383450366556644,-0.0008497401722706854,0.00428776303306222,0.0014989492483437061,0.003862265031784773,0.0015343899140134454,-0.002403680235147476,-0.0006381337298080325,0.0009409959311597049,0.0019515900639817119,0.0015368006424978375,-0.0013421508483588696,0.0009394180960953236,-0.00013788598880637437,-0.0047975569032132626,0.002616032026708126,0.003886136692017317,0.004446355160325766,-0.004831080324947834,0.002784504322335124,-0.0011837638448923826
5,0.0040896013379096985,0.0020071971230208874,0.0028542710933834314,0.0019997740164399147,0.001831459696404636,0.0037170422729104757,-0.0043199690990149975,-0.0023777224123477936,0.002625813940539956,0.0027271430008113384,0.0030420005787163973,0.0033596430439502,0.0009532526019029319,0.001000198069959879,0.004135397728532553,0.0013730317587032914,-0.0032973180059343576,-0.002095599425956607,-0.0013858935562893748,0.0011983276344835758,-0.003174080280587077,-0.003676798427477479,0.0009495961130596697,-0.0019370050868019462,0.000872332660946995,-0.002820138121023774,0.0018402066780254245,0.0038460621144622564,0.003325372003018856,0.00221696263179183,-0.0011516580125316978,-0.002600267296656966,0.00044024098315276206,-0.003478459781035781,0.0014990215422585607,0.004246311727911234,0.0016077457694336772,-0.0031759494449943304,0.0027878177352249622,-0.0030778697691857815,0.004169727209955454,0.0012573287822306156,-0.0002507318858988583,-0.0006589849945157766,0.003104694187641144,0.00018127582734450698,0.001595166395418346,-0.004605862777680159,0.0022409053053706884,0.00019613539916463196,0.0037108552642166615,0.002400320488959551,0.0005711375852115452,-0.00014702622138429433,-0.0021385326981544495,0.002189415041357279,0.0025216578505933285,8.960169907368254e-06,0.002829270903021097,-0.0038281790912151337,0.0003278669319115579,-0.0030479207634925842,-0.0032649135682731867,-0.0016458559548482299,-0.00031138036865741014,-0.004045101813971996,-0.0011821058578789234,-0.0010470828274264932,-0.0022822271566838026,-0.002100772690027952,0.0026916619390249252,0.0002931806957349181,0.0022212713956832886,-0.002239252906292677,0.0022087108809500933,0.0039033396169543266,0.0011182742891833186,-0.002859031315892935,0.002951007802039385,-0.0016298172995448112,-0.003389453049749136,0.0025145255494862795,-0.002193235792219639,0.0016850170213729143,-0.003240052377805114,-0.0025053874123841524,-0.002313164761289954,-0.0008053773199208081,0.0019768059719353914,0.002606426365673542,0.003662795526906848,0.0032852599397301674,0.0026000423822551966,0.0029921948444098234,0.003425098955631256,0.000618752499576658,-0.0004134258779231459,0.0040489258244633675,0.0035131743643432856,-0.004346740432083607,-0.00024932617088779807,-0.0037160369101911783,-0.0032661345321685076,-0.000305750232655555,-0.001070507219992578,-0.00300420424900949,-0.0005921635311096907,-0.0032188501209020615,0.0030166571959853172,-0.000804313225671649,0.0034750935155898333,0.002355769043788314,-0.0021506110206246376,-0.0010871621780097485,-0.002330314600840211,-0.00014653113612439483,0.001005613710731268,0.0002848163421731442,-0.00011692551197484136,0.0020707447547465563,-0.0011977278627455235,0.0005749079864472151,0.0022693867795169353,-0.0025394412223249674,0.0001465332752559334,0.002666933462023735,-0.0028174754697829485,-0.0022047150414437056
6,0.0028332043439149857,-0.0007005981169641018,0.005554442293941975,-0.00037661686656065285,0.004057971760630608,0.0030847066082060337,-0.006327630020678043,-0.005506494082510471,-0.002719483571127057,-0.0033095793332904577,-0.004142337944358587,0.0006821858696639538,0.0019136074697598815,-0.0033073928207159042,0.005616032984107733,-0.000942384242080152,0.0033691618591547012,-0.0038920168299227953,0.0017705331556499004,0.0003618237969931215,-0.006207036320120096,-0.003833584487438202,-0.004397464916110039,0.0018258345080539584,0.0010998602956533432,0.0008919654646888375,-0.00043210183503106236,0.0004977125208824873,-0.0022073748987168074,-0.0019259093096479774,0.0005570288049057126,-0.005002208985388279,0.003727757604792714,-0.004236153326928616,0.0017649141373112798,0.0050978874787688255,-0.003927871584892273,-0.001400382025167346,0.001999628497287631,-0.002185723977163434,0.005392588209360838,0.0012960690073668957,-0.003714657621458173,0.00020296909497119486,-0.003993903752416372,-0.004915011581033468,0.000344848376698792,-0.004601160064339638,0.0023479044903069735,0.0004309190553613007,0.001411539502441883,-0.005092604551464319,-0.004033169709146023,-0.0018281748052686453,-0.0006394275114871562,-0.004583688918501139,-0.0012629169505089521,-0.00039666620432399213,-0.0035517350770533085,0.0027042431756854057,0.006957779638469219,-0.0007456940365955234,-0.0011691428953781724,-0.003954368643462658,0.0014491202309727669,-0.004269564524292946,0.0010806058999150991,0.004375683143734932,0.00261386064812541,0.006467956583946943,0.0037467768415808678,0.002084584441035986,-0.003155302256345749,0.005092044360935688,-0.0019215337233617902,0.00236709788441658,-0.0002958692784886807,-0.002002336550503969,0.005229474510997534,-0.0026312319096177816,-0.0009274993208236992,-0.002624987158924341,0.0021196985617280006,-0.0013709022896364331,-0.0024719235952943563,0.0023644203320145607,-0.002527534030377865,0.006998459808528423,-0.000687195744831115,0.0031069384422153234,0.0013027326203882694,-0.0018687632400542498,-0.0015097715659067035,-0.003125004470348358,-0.0009007189073599875,-0.0036696046590805054,-0.003933765925467014,0.005152511410415173,0.004474814515560865,0.001378950895741582,-0.004765446297824383,-0.0009478296851739287,-0.002061530714854598,-0.005740761291235685,0.0045305960811674595,0.0022096624597907066,0.0018695953767746687,-0.0018891914514824748,0.003465935355052352,0.006092933006584644,0.005868265870958567,0.0010459197219461203,2.9588349207188003e-05,-0.0021258601918816566,-0.008006187155842781,0.0001492269802838564,0.0010247225873172283,-0.00028970796847715974,0.00035473203752189875,8.707839697308373e-06,0.0034203564282506704,-0.006231251638382673,0.0004846892552450299,0.004865546710789204,0.003254143288359046,-0.001808705274015665,0.0003436613187659532,-0.00038906847476027906
7,-0.0029413325246423483,-0.003434479469433427,0.0023667779751122,-0.0007623130804859102,0.003840980352833867,-0.0008102662395685911,-0.004406816326081753,-0.003762507112696767,-0.003202824154868722,-0.0012988148955628276,-0.0035943733528256416,0.0031405913177877665,-0.00043806841131299734,0.002725379541516304,0.001041429815813899,0.0006148542743176222,-0.000977103947661817,-0.0021950770169496536,0.003775310702621937,-0.0015901342267170548,0.001622472540475428,-0.003884529694914818,0.003042526077479124,-0.001996144186705351,0.0014473282499238849,0.0015456071123480797,-0.000924027874134481,0.0031745214946568012,-0.0025429727975279093,-0.0038482758682221174,0.002791979582980275,-0.004529325291514397,-0.0030615716241300106,-0.002455935813486576,0.0005480214022099972,0.003551698522642255,0.0001608801248949021,0.0009537845617160201,-0.00414104200899601,0.001977192470803857,-0.0004916664911434054,0.0030436902306973934,0.000615973025560379,-0.0030576330609619617,0.002224060706794262,0.0008227285579778254,-0.0022402184549719095,-0.00041865039383992553,-0.003516727825626731,0.0013567700516432524,-7.504248060286045e-05,0.0002379700163146481,-0.00412753876298666,0.00369285442866385,0.00460412260144949,-0.001470688614062965,-0.002763808239251375,-0.0017307226080447435,-0.003880525939166546,-0.0025147099513560534,0.0055785831063985825,-0.001752480398863554,-0.0011340200435370207,-0.004249035846441984,0.005485236644744873,0.0004752629320137203,0.0011190022341907024,0.0016364657785743475,-0.003501367988064885,-0.0005317010218277574,0.0029440319631248713,0.003263600869104266,-0.003633268876001239,-4.1750361560843885e-05,-0.001548286061733961,0.0007849548710510135,0.0013376171700656414,3.765212022699416e-05,-0.0022064256481826305,0.002002720721065998,0.0034912852570414543,-0.0015986186917871237,0.0018870409112423658,-0.003585714614018798,0.0035103403497487307,0.004293559584766626,-0.0006191232823766768,0.004723274149000645,-0.002252996666356921,0.0012158487224951386,0.004830590914934874,0.0006911124219186604,-0.0038448593113571405,-0.001972700236365199,0.0032267861533910036,-0.0028807991184294224,-0.0018122600158676505,0.003996292129158974,-0.0016679776599630713,0.0008318093023262918,-0.0016386641655117273,-0.0030693162698298693,-0.0006314730853773654,-0.004972939379513264,-0.0025940784253180027,0.00012436092947609723,-0.0031317221000790596,0.001759521896019578,-0.0014692597324028611,0.004478044342249632,0.0011661387979984283,0.0019183802651241422,0.002931491006165743,0.00032420706702396274,-0.00104278523940593,-0.0011199633590877056,0.005259267520159483,0.0007788199000060558,0.0004049228155054152,-0.0018425837624818087,-0.004032742232084274,-0.0018954819533973932,-0.002531043952330947,0.0006978323799557984,0.0011925504077225924,-0.0023647851776331663,0.000556205224711448,-0.0005745578673668206
8,-0.002783308969810605,0.0006609541596844792,-0.001046012039296329,0.0021987687796354294,0.0022735530510544777,0.0013992044841870666,0.00025032146368175745,0.0014067298034206033,-0.0015115392161533237,-0.0022702268324792385,0.002116208430379629,0.00019236850494053215,0.002060570986941457,0.000598512648139149,-0.0002556264225859195,-0.0033706198446452618,0.002009183866903186,-0.0011980608105659485,-0.0025036330334842205,-0.002609800547361374,0.00021937998826615512,-0.0030369071755558252,-0.0017936534713953733,-0.0015150215476751328,-0.0034196393098682165,0.0027669232804328203,-0.002044760389253497,0.002819895977154374,-0.00296512758359313,-0.0005261717597022653,-0.0010674134828150272,-0.00020368050900287926,-0.0037656573113054037,-0.0011621798621490598,9.109020174946636e-05,-0.0027289767749607563,-0.0025134561583399773,0.0024625470396131277,0.0013975374167785048,-0.0036649699322879314,-0.003425839589908719,0.0030410264153033495,0.0018636758904904127,-0.0013860879698768258,-0.004189569503068924,0.001468830043449998,-0.003473754273727536,0.0006777355447411537,-0.0016184583073481917,-0.0029170839115977287,0.003627259051427245,-0.0011730915866792202,-0.0030434185173362494,0.000319468294037506,0.0029145865701138973,-0.0030355153139680624,0.0011192394886165857,-0.002433081390336156,-0.003677021712064743,0.0003478526487015188,0.0033818974625319242,-0.0035600147675722837,-0.0018921593436971307,-0.0007706975447945297,-0.0023167701438069344,0.002486160723492503,-0.002866004128009081,0.0008724241051822901,0.0034508402459323406,0.0034412227105349302,0.0007594933267682791,0.0032252375967800617,0.0003540925099514425,-0.0011529696639627218,-0.001809899928048253,-0.0003380959096830338,-0.002211923012509942,0.0018844272708520293,0.0021849400363862514,0.0036341629456728697,-0.001367785851471126,-0.0032358586322516203,0.0016007381491363049,-0.0005758588085882366,-0.0012175636366009712,-0.0016057206084951758,-0.0028751669451594353,0.0029995900113135576,0.001438697217963636,0.0025483076460659504,0.0012760539539158344,-0.001733131124638021,-0.0011751698330044746,0.003498954465612769,-0.0038591334596276283,-0.001583578996360302,-3.5195676900912076e-05,-0.0006826454773545265,0.0036516704130917788,-0.0033291371073573828,-0.003398145316168666,0.0020435929764062166,0.0007110374863259494,-3.188981281709857e-05,-0.0019668336026370525,-0.002487008459866047,0.0023983821738511324,0.0026877878699451685,0.002244478091597557,0.0011946095619350672,0.0009077574359253049,0.0016220677644014359,0.00030087138293311,-0.0017359086778014898,-0.0023344876244664192,0.0003541334590408951,0.0017373616574332118,-0.0025474820286035538,0.0023403107188642025,0.0016126353293657303,-0.000620029924903065,0.000845115224365145,-0.000480567425256595,0.0029230532236397266,0.0035187869798392057,0.0014505580766126513,-0.0028852522373199463,-0.0021880841813981533
9,0.004546941723674536,0.002284446032717824,-0.0015220227651298046,-0.004273939412087202,-0.0008715736330486834,0.0026423127856105566,-0.0009851385839283466,-0.0017453948967158794,0.0019267371390014887,-0.0015497544081881642,0.0028319840785115957,0.002665685722604394,-0.0015473153907805681,0.0022076761815696955,0.004945437889546156,0.0004930492141284049,0.0030965229962021112,-0.0032309216912835836,-0.000623408006504178,0.000545029528439045,-0.00023407203843817115,-0.002148581901565194,0.002678053453564644,-0.00105810328386724,-0.002798614325001836,-0.0009780527325347066,-0.003218090394511819,-0.0003055216511711478,-0.003427942516282201,0.003679903456941247,0.00038110060268081725,0.0020812167786061764,0.002684091217815876,0.00038482568925246596,-0.0020541553385555744,0.0038155773654580116,0.00018299829389434308,0.0036336868070065975,0.0003106394724454731,-0.0005505909211933613,0.00237214844673872,-0.0016112416051328182,0.003787948051467538,-0.0001500405924161896,0.0008743126527406275,-0.000741616589948535,0.0007464990485459566,-0.0029743716586381197,-0.0017006733687594533,0.004123731516301632,0.004547555930912495,-0.0004933352465741336,0.001767281792126596,0.0005784370587207377,0.0017944530118256807,-0.004749077372252941,0.0029754836577922106,-0.0035969994496554136,0.000812602520454675,-0.00046256842324510217,0.0012806029990315437,-0.0023505634162575006,-0.0004950761212967336,-0.001894347369670868,0.0008042647386901081,-0.002083961619064212,-0.0033449360635131598,0.004027628805488348,-0.0005341937649063766,-0.0008815033361315727,-0.0015288464492186904,-0.0027346510905772448,-0.0001841201155912131,0.0001628160389373079,-3.384987394383643e-06,-0.0010882600909098983,-0.00048663699999451637,0.00327560817822814,0.0015717224450781941,-0.0004145388666074723,-0.002994439797475934,0.002578906947746873,0.001994219608604908,-0.003662234405055642,-0.00048797266208566725,0.000829438678920269,-0.0037425069604068995,0.0025940858758985996,-0.0008813095046207309,0.0010376821737736464,0.0006316514918580651,-0.002981420373544097,-0.0033488371409475803,-0.0027641113847494125,-0.0006735353381372988,-0.002066561719402671,-0.005036031827330589,0.0034783766604959965,0.0002574011741671711,-0.0035046280827373266,-0.002084040082991123,-0.004465462174266577,0.0034120199270546436,-0.0021564681082963943,0.0018524143379181623,-0.000202347626327537,-0.0007217697566375136,-0.0013589966110885143,-0.0029714687261730433,0.004404047038406134,7.523725798819214e-05,-0.0009951088577508926,0.0044105867855250835,0.0019730261992663145,-0.005752634257078171,0.00150718679651618,0.0008426479762420058,-0.0026465943083167076,-0.0016816559946164489,-0.002447383711114526,-0.00013949393178336322,-0.0020803899969905615,-0.0023620494175702333,0.003713730489835143,0.004219543654471636,-0.0017557665705680847,-0.00031822215532884,-0.00466203922405839
